ID_Cliente,Nome_Completo,Data_Nascimento,Idade,Genero,Estado_Civil,Nacionalidade,Nivel_Educacional,Profissao,Renda_Mensal,Numero_Dependentes,Residencia_Propria,Tempo_Residencia_Anos,CEP,Score_Credito,ID_Conta,Tipo_Conta,Data_Abertura_Conta,Tempo_Relacionamento_Anos,Saldo_Atual,Limite_Cheque_Especial,Numero_Transacoes_Mes_Media,Valor_Transacao_Media,Tipo_Transacao_Mais_Comum,Frequencia_Transacoes_Online,Tem_Emprestimo_Ativo,Tipo_Emprestimo,Valor_Emprestimo,Taxa_Juros_Emprestimo,Prazo_Emprestimo_Meses,Status_Emprestimo,Canais_Utilizados,Numero_Reclamacoes_Ultimo_Ano,Satisfacao_Cliente,Saldo_Anterior_3M,Variacao_Saldo_Percentual_3M,Limite_Cartao_Credito,Utilizacao_Credito_Percentual,Numero_Emprestimos_Anteriores,Valor_Total_Emprestimos_Anteriores,Taxa_Media_Emprestimos_Anteriores,Perfil_Investidor,Segmento_Banco,Possui_Cartao_Credito,Possui_Seguro_Vida,Possui_Previdencia,Possui_Investimentos,Percentual_Pagamento_Fatura,Atraso_Medio_Pagamentos_Dias,Percentual_Comprometimento_Renda,Risco_Inadimplencia
43773,Matteo Azevedo,1979-02-26,45,Masculino,Viúvo,Brasileira,,Técnico,4154.75,0.0,Sim,4.5,91192-297,753,43773,Poupança,1999-04-01,25.905544147843944,23567.6,0.0,4,2076.3,Depósito,Alta,Não,,,,,,Mobile Banking,0.0,,23249.28,1.37,9098.05,27.39,4,170616.9,2.38,Conservador,Média Renda,Sim,Sim,Não,Não,44.09,1.3,51.75,54.5
43774,Arthur Gabriel Viana,1984-02-26,40,Masculino,Casado,Outras,Pós-Graduação,Motorista,15653.04,0.0,Não,5.3,26217-288,798,43774,Premium,2016-04-29,8.826830937713895,317918.42,47543.71,49,,Transferência,Alta,Não,,,,,,Internet Banking,0.0,Neutro,264640.64,20.13,86724.32,55.92,2,246276.88,2.79,Moderado,Private,Sim,Não,Sim,Sim,70.31,0.4,100.0,71.4
43775,Dr. Benicio Siqueira,1988-02-26,36,Masculino,Casado,Brasileira,Ensino Fundamental,Engenheiro,,1.0,Sim,4.0,30960-412,640,43775,Digital,2014-12-28,10.16290212183436,8246.87,0.0,28,187.59,Transferência,Alta,Não,,,,,,Agência Física,3.0,Muito Insatisfeito,8651.89,-4.68,7806.2,69.32,2,86990.14,4.48,Conservador,Varejo,Sim,Não,Sim,Sim,47.56,3.2,100.0,95.6
43776,Sra. Maria Laura da Rosa,1976-02-26,48,Feminino,Casado,Brasileira,Ensino Médio,Contador,4834.75,0.0,Sim,8.5,88406-177,715,43776,Corrente,2024-03-19,0.9390828199863107,11769.55,5044.47,26,159.73,Compra Débito,,Sim,Pessoal,38937.71,3.66,12.0,Em Dia,,0.0,Satisfeito,12679.69,-7.18,6021.05,51.25,1,33253.6,2.32,Conservador,Média Renda,Sim,Não,Sim,Não,66.75,1.7,100.0,83.6
43777,Maria Julia Ribeiro,1981-02-25,44,Feminino,Solteiro,Brasileira,Ensino Fundamental,Empresário,8513.95,1.0,Não,1.6,64422-717,774,43777,Corrente,2003-06-15,21.700205338809035,54322.63,9579.59,34,434.99,Pagamento de Boleto,,Não,,,,,,Mobile Banking,0.0,Neutro,49992.72,8.66,20180.28,16.06,8,296341.79,2.54,Conservador,Alta Renda,Sim,Sim,Não,Não,54.51,0.8,40.47,45.2
43778,Catarina Pires,1988-02-26,36,Feminino,Solteiro,Brasileira,Superior Completo,Engenheiro,7186.09,1.0,Não,1.7,70168-883,756,43778,Corrente,2021-12-21,3.1813826146475015,11605.41,10067.24,51,1282.09,Saque,Alta,Sim,Veículo,54886.08,1.62,60.0,Em Dia,Agência Física,0.0,Satisfeito,14090.27,-17.64,18546.15,61.31,0,0.0,,Moderado,Média Renda,Sim,Sim,Não,Sim,89.88,0.4,100.0,75.6
43779,Leandro Ferreira,1973-02-25,52,Masculino,Casado,Brasileira,Superior Completo,Contador,5196.68,1.0,Sim,34.0,81892-101,704,43779,Corrente,2000-07-23,24.594113620807665,15938.53,5050.15,27,230.02,Compra Débito,Média,Sim,Pessoal,43581.64,2.75,48.0,Em Atraso,Agência Física,2.0,,13079.29,21.86,14551.98,27.78,3,47721.73,2.17,Arrojado,Média Renda,Sim,Sim,Não,Sim,51.85,2.1,91.18,100.0
43780,Vicente das Neves,1990-02-26,34,Feminino,Solteiro,Brasileira,,Estudante,4614.45,1.0,Não,1.3,80082-774,682,43780,Digital,2011-12-09,13.215605749486652,3285.68,0.0,33,483.77,Saque,Alta,Não,,,,,,Mobile Banking,0.0,Insatisfeito,2983.99,10.11,8824.2,11.7,5,105458.34,2.36,Conservador,Média Renda,Sim,Não,Sim,Não,93.47,6.0,32.79,66.2
43781,Mariana Correia,1975-02-26,49,Masculino,Casado,Brasileira,,Estudante,6174.9,0.0,Sim,1.2,47530-176,841,43781,Salário,1998-12-05,26.2258726899384,10870.63,0.0,19,611.81,Pagamento de Boleto,Alta,Sim,Imobiliário,1994481.51,0.89,360.0,Em Dia,Internet Banking,0.0,Satisfeito,10360.01,4.93,18767.41,35.0,6,142606.21,1.35,Moderado,Média Renda,Sim,Não,Não,Sim,62.25,1.1,100.0,69.2
43782,Vitor Hugo das Neves,1952-02-26,72,Feminino,Casado,Portuguesa,Ensino Fundamental,Aposentado,2754.86,0.0,Não,,61116-244,717,43782,Corrente,1990-05-03,34.81724845995893,13038.29,3361.89,29,,Compra Crédito,Média,Sim,Pessoal,10235.48,2.95,12.0,Em Dia,Agência Física,0.0,Neutro,14612.6,-10.77,5914.94,35.7,11,180666.1,1.79,Conservador,Varejo,Sim,Não,Não,Não,68.33,0.9,91.22,76.6
43783,Heloisa Andrade,1971-02-26,53,Masculino,Casado,Italiana,Ensino Fundamental,Comerciante,3513.78,2.0,Não,1.6,45741-756,685,43783,Corrente,2007-03-16,17.949349760438057,20033.04,5028.66,28,173.08,Transferência,,Não,,,,,,Agência Física,0.0,Insatisfeito,15161.03,32.14,8404.52,41.28,4,102821.36,1.76,Conservador,Média Renda,Sim,Sim,Não,Não,87.09,2.1,90.76,83.2
43784,Ayla Costa,1985-02-25,40,Masculino,Casado,Brasileira,Ensino Médio,Estudante,4909.52,0.0,Não,2.3,85461-117,712,43784,Digital,2016-10-07,8.386036960985626,11018.74,0.0,20,,Transferência,Alta,Não,,,,,,Agência Física,1.0,Insatisfeito,10888.1,1.2,7790.93,17.2,3,271170.59,2.79,Arrojado,Média Renda,Sim,Sim,Não,Não,73.71,0.5,43.58,52.1
43785,Bruno da Mata,1970-02-26,54,Feminino,Casado,Brasileira,Superior Incompleto,Vendedor,4544.43,2.0,Sim,,11404-240,660,43785,Corrente,2020-04-13,4.870636550308008,15562.11,6656.05,14,,Compra Crédito,Média,Não,,,,,,Mobile Banking,0.0,Neutro,15384.13,1.16,3949.09,35.63,2,58927.68,2.26,Conservador,Média Renda,Sim,Sim,Não,Não,87.34,3.0,50.86,68.4
43786,Gabriel da Costa,1966-02-26,58,Feminino,Casado,Brasileira,Superior Incompleto,Contador,7505.73,1.0,Sim,,61449-665,788,43786,Corrente,1986-06-19,38.68856947296372,-6278.63,10331.26,28,743.77,Compra Débito,Alta,Não,,,,,,Internet Banking,0.0,Neutro,-5586.13,12.4,13200.13,22.24,11,443192.37,1.65,Moderado,Média Renda,Sim,Não,Sim,Não,72.28,0.1,39.23,41.1
43787,Lucca Rios,1988-02-26,36,Feminino,Casado,Brasileira,Superior Incompleto,Técnico,9307.37,1.0,Sim,1.1,61129-711,797,43787,Digital,2022-06-07,2.7214236824093088,2562.28,0.0,48,1513.94,Compra Crédito,Alta,Sim,Pessoal,75087.76,2.84,24.0,Em Dia,,3.0,,2666.7,-3.92,27525.64,25.43,0,0.0,,Moderado,Alta Renda,Sim,Sim,Sim,Sim,76.29,0.2,100.0,70.9
43788,Ryan Vieira,1972-02-26,52,Masculino,Casado,Brasileira,Superior Incompleto,Professor,6031.41,1.0,Não,8.2,90188-118,777,43788,Salário,2005-09-06,19.471594798083505,29870.48,0.0,11,345.47,Saque,Média,Não,,,,,,Mobile Banking,0.0,Neutro,33262.17,-10.2,12212.89,53.98,5,324366.48,1.89,Moderado,Média Renda,Sim,Sim,Não,Sim,94.31,1.2,100.0,75.9
43789,Sr. Dom Silva,1984-02-26,40,Masculino,Solteiro,Brasileira,Ensino Fundamental,Médico,,0.0,Não,,31322-104,733,43789,Corrente,2018-11-14,6.283367556468172,3840.48,4460.11,17,341.48,Compra Débito,Alta,Sim,Veículo,46024.97,1.94,48.0,Em Dia,Internet Banking,0.0,Satisfeito,3417.47,12.38,6278.26,41.07,4,51888.38,2.0,Conservador,Varejo,Sim,Não,Não,Não,75.82,1.3,87.72,74.5
43790,Alexandre da Costa,1965-02-25,60,Masculino,Casado,Brasileira,Ensino Médio,Motorista,2862.92,2.0,Sim,5.8,48704-849,688,43790,Poupança,2004-01-23,21.09240246406571,60286.03,0.0,3,1255.76,Saque,Média,Não,,,,,,Internet Banking,0.0,Insatisfeito,61014.81,-1.19,7022.16,56.84,8,71959.89,1.82,Moderado,Alta Renda,Sim,Sim,Não,Sim,87.88,4.2,100.0,93.8
43791,João da Cunha,1989-02-25,36,Masculino,Solteiro,Brasileira,Ensino Médio,Motorista,5612.53,0.0,Não,2.0,48302-186,687,43791,Salário,2021-04-04,3.89596167008898,35088.87,0.0,10,417.5,Transferência,Alta,Não,,,,,,,0.0,Neutro,33216.09,5.64,13048.66,24.36,0,0.0,,Moderado,Média Renda,Sim,Sim,Não,Não,25.75,1.2,25.55,47.7
43792,Isaac da Conceição,1955-02-26,69,Feminino,Divorciado,Brasileira,Ensino Fundamental,Aposentado,2173.54,2.0,Não,24.7,22888-226,635,43792,Digital,2003-06-08,21.71937029431896,19585.28,0.0,22,,Depósito,Média,Não,,,,,,Internet Banking,3.0,,20572.38,-4.8,2122.96,52.93,6,75024.92,3.57,Conservador,Varejo,Sim,Não,Sim,Não,95.8,1.3,70.49,75.6
43793,Felipe da Luz,1978-02-26,46,Masculino,Viúvo,Brasileira,Pós-Graduação,Recepcionista,12473.08,0.0,Sim,4.4,70929-116,729,43793,Digital,2023-03-04,1.9822039698836413,34410.29,0.0,35,443.48,Depósito,,Não,,,,,,Mobile Banking,,,35362.0,-2.69,25131.93,46.01,0,0.0,,Conservador,Alta Renda,Sim,Não,Sim,Sim,93.87,3.1,89.7,81.2
43794,Sra. Olivia Mendes,1987-02-26,37,Feminino,Casado,,Superior Incompleto,Autônomo,4363.01,2.0,Sim,12.8,69547-589,800,43794,Corrente,2018-01-05,7.14031485284052,27697.76,4855.98,33,658.18,Transferência,Baixa,Sim,Veículo,27762.82,1.39,72.0,Em Dia,Agência Física,0.0,Satisfeito,27347.13,1.28,8124.83,39.93,0,0.0,,Moderado,Média Renda,Sim,Sim,Não,Não,95.74,0.2,99.61,70.4
43795,Hadassa Cunha,1985-02-25,40,Masculino,Divorciado,Brasileira,Ensino Médio,Contador,9163.99,2.0,Não,3.1,10111-773,802,43795,Poupança,2009-05-19,15.772758384668036,440399.86,0.0,6,4160.94,Depósito,Alta,Não,,,,,,Telefone,0.0,Neutro,423402.43,4.01,21430.82,34.4,1,127533.86,1.05,Moderado,Alta Renda,Sim,Sim,Sim,Sim,98.09,0.3,91.56,66.5
43796,Isadora Mendes,1987-02-26,37,Masculino,Casado,Brasileira,Superior Incompleto,Motorista,5215.33,2.0,Não,,42568-101,780,43796,Poupança,2009-09-27,15.41409993155373,62784.39,0.0,4,2164.48,Depósito,Alta,Não,,,,,,Mobile Banking,0.0,Neutro,57926.71,8.39,14239.03,10.34,4,109265.22,1.88,Conservador,Alta Renda,Sim,Sim,Não,Não,75.76,0.5,38.3,42.6
43797,Vitor Gonçalves,1995-02-26,29,Feminino,Solteiro,Brasileira,Superior Incompleto,Analista,4736.11,0.0,Não,2.1,,654,43797,Salário,2024-01-15,1.1143052703627652,41784.47,0.0,12,789.19,Depósito,Média,Não,,,,,,Internet Banking,0.0,Neutro,37439.08,11.61,11124.91,11.33,0,0.0,,Moderado,Média Renda,Sim,Não,Não,Sim,77.75,0.7,43.12,58.3
43798,Théo Sousa,1999-02-26,25,Masculino,Casado,Brasileira,Ensino Médio,Aposentado,3594.23,1.0,Sim,0.7,22248-775,673,43798,Corrente,2020-03-05,4.97741273100616,2089.13,3332.8,35,346.41,Compra Débito,Baixa,Não,,,,,,Internet Banking,0.0,Insatisfeito,1950.48,7.11,7297.17,64.64,0,0.0,,Arrojado,Varejo,Sim,Não,Não,Não,95.02,1.0,100.0,85.7
43799,Vitor Hugo Nogueira,1988-02-26,36,Feminino,Casado,Brasileira,Ensino Médio,Gerente,3753.38,2.0,Não,4.1,16933-837,703,43799,Salário,2018-07-20,6.6036960985626285,24053.76,0.0,13,529.44,Pagamento de Boleto,Média,Não,,,,,,Internet Banking,0.0,Neutro,24526.53,-1.93,8083.51,17.12,1,80263.03,1.89,Conservador,Média Renda,Sim,Sim,Não,Sim,48.29,1.0,38.61,52.0
43800,Sr. João Miguel Ramos,1983-02-26,41,Masculino,Casado,Brasileira,Ensino Médio,Professor,3079.8,2.0,Não,,96238-697,762,43800,Corrente,2018-06-02,6.7351129363449695,8692.77,3254.57,30,225.91,Saque,Média,Sim,Pessoal,8710.81,2.36,48.0,Em Dia,Internet Banking,0.0,Neutro,7052.13,23.26,10332.2,39.09,4,37244.61,2.35,Moderado,Varejo,Sim,Não,Não,Sim,83.8,0.4,100.0,75.0
43801,Maria Laura Marques,1987-02-26,37,Masculino,Solteiro,Brasileira,Superior Incompleto,Estudante,6244.44,0.0,Sim,12.2,13209-252,828,43801,Corrente,2006-03-30,18.910335386721425,7244.02,5420.13,33,894.04,Compra Crédito,,Sim,Veículo,55778.08,1.99,36.0,Em Dia,Agência Física,0.0,Neutro,8434.29,-14.11,18901.86,21.34,1,48793.2,0.89,Moderado,Média Renda,Sim,Sim,Não,Sim,89.37,0.1,100.0,67.5
43802,Srta. Aurora Barros,2004-02-26,20,Masculino,Solteiro,Brasileira,Ensino Médio,Engenheiro,2261.85,0.0,Não,0.4,52854-344,610,43802,Corrente,2023-05-03,1.8179329226557153,8648.91,2243.77,21,180.01,Saque,Alta,Não,,,,,,Mobile Banking,0.0,Neutro,10417.66,-16.98,3738.77,75.81,0,0.0,,Moderado,Varejo,Não,Sim,Não,Não,,,23.1,50.6
43803,Guilherme Cavalcanti,1978-02-26,46,Masculino,Divorciado,Italiana,Superior Completo,Aposentado,3153.89,0.0,Não,4.1,98422-146,736,43803,Corrente,2000-05-27,24.750171115674195,-2216.09,4452.94,18,513.59,Depósito,Baixa,Não,,,,,,Agência Física,0.0,Insatisfeito,-2251.88,-1.59,8016.32,10.81,9,45801.77,1.6,Moderado,Varejo,Sim,Sim,Sim,Não,66.95,0.3,37.65,46.1
43804,Yan Caldeira,1995-02-26,29,Feminino,Solteiro,Brasileira,Pós-Graduação,Empresário,89577.99,0.0,Não,1.4,53197-611,658,43804,Premium,2023-03-04,1.9822039698836413,1039704.75,38772.57,67,19153.46,Transferência,Alta,Sim,Consignado,662048.26,1.88,36.0,Em Atraso,Mobile Banking,3.0,Insatisfeito,958045.23,8.52,89898.9,56.64,0,0.0,,Arrojado,Private,Sim,Sim,Sim,Sim,37.74,0.6,74.08,100.0
43805,Dr. Eduardo Guerra,1992-02-26,32,Feminino,Casado,Brasileira,Superior Completo,Analista,10210.0,1.0,Sim,3.4,16765-898,680,43805,Corrente,2021-08-12,3.540041067761807,-3125.07,8921.49,18,758.01,Depósito,Alta,Sim,Pessoal,47762.3,2.22,12.0,Em Atraso,Telefone,0.0,,-2956.8,5.69,19492.86,13.05,0,0.0,,Moderado,Alta Renda,Sim,Sim,Sim,Sim,67.9,3.8,86.66,100.0
43806,Maria Almeida,1996-02-26,28,Masculino,Casado,Brasileira,Superior Completo,Motorista,8583.06,2.0,Sim,5.3,79440-190,706,43806,Corrente,2023-10-29,1.3278576317590691,29663.01,8479.62,35,305.14,Compra Crédito,Alta,Sim,Consignado,77953.92,2.41,48.0,Em Atraso,Mobile Banking,2.0,,26342.17,12.61,11507.1,11.52,0,0.0,,Arrojado,Alta Renda,Sim,Não,Não,Sim,79.72,1.8,57.92,100.0
43807,Brayan Pinto,1981-02-25,44,Masculino,Casado,Brasileira,Ensino Médio,Empresário,2436.71,3.0,Sim,2.4,83364-350,731,43807,Salário,2003-04-20,21.853524982888434,6673.67,0.0,16,214.88,Compra Débito,Alta,Não,,,,,,,0.0,Neutro,6598.92,1.13,5549.58,32.57,5,101467.3,2.65,Conservador,Varejo,Sim,Não,Não,Não,86.7,1.5,94.47,78.6
43808,Sra. Sophie da Rosa,1997-02-25,28,Feminino,Casado,Brasileira,Ensino Médio,Contador,5975.09,3.0,Não,0.4,92123-802,764,43808,Corrente,2018-02-05,7.055441478439425,-594.15,8361.35,20,719.66,Transferência,Alta,Não,,,,,,Mobile Banking,0.0,Neutro,-679.52,-12.56,6529.42,39.46,3,75656.64,2.79,Moderado,Média Renda,Sim,Sim,Sim,Não,94.72,0.4,51.65,50.6
43809,Ágatha Mendes,1990-02-26,34,Feminino,Solteiro,Brasileira,Ensino Fundamental,Enfermeiro,2951.58,0.0,Não,0.3,,749,43809,Corrente,2014-02-18,11.019849418206707,-111.5,2884.6,14,392.56,Compra Débito,Alta,Sim,Pessoal,23609.74,2.15,12.0,Em Dia,Internet Banking,1.0,Neutro,-111.68,-0.16,4953.23,24.18,0,0.0,,Conservador,Varejo,Não,Sim,Não,Não,,,86.84,68.5
43810,Pedro Miguel Sá,1983-02-26,41,Masculino,Solteiro,Brasileira,Superior Incompleto,Médico,5611.03,0.0,Não,0.9,11422-997,709,43810,Corrente,2019-08-30,5.492128678986996,15664.64,5174.75,33,396.31,Compra Débito,Baixa,Não,,,,,,Internet Banking,0.0,Neutro,13653.41,14.73,15289.32,41.7,0,0.0,,Moderado,Média Renda,Sim,Sim,Não,Sim,59.79,0.1,78.58,68.7
43811,Dr. Caio Leão,1994-02-26,30,Masculino,Casado,,,Engenheiro,,1.0,Sim,2.9,96812-659,749,43811,Poupança,2013-10-20,11.351129363449692,8165.76,0.0,5,794.77,Depósito,Média,Não,,,,,,Internet Banking,0.0,Neutro,8017.26,1.85,9901.52,13.56,5,102490.57,1.73,Conservador,Varejo,Sim,Não,Não,Não,67.04,2.5,37.38,51.3
43812,Camila das Neves,1984-02-26,40,Feminino,Casado,Brasileira,Superior Completo,Estudante,4674.61,0.0,Não,8.2,10780-409,764,43812,Corrente,2013-12-30,11.156741957563312,11715.46,6436.8,26,424.57,Transferência,Média,Sim,Veículo,55832.4,1.43,72.0,Em Dia,Telefone,0.0,Satisfeito,14711.74,-20.37,11640.34,83.65,2,56468.78,1.73,Conservador,Média Renda,Sim,Sim,Não,Não,60.85,0.5,100.0,75.1
43813,Srta. Nicole Rezende,1987-02-26,37,Feminino,Casado,Brasileira,Ensino Médio,Motorista,2255.6,0.0,Sim,6.4,34901-247,753,43813,Corrente,2013-02-19,12.016427104722792,6874.31,2681.76,25,,Pagamento de Boleto,Alta,Não,,,,,,Telefone,0.0,Neutro,7749.16,-11.29,6615.08,41.07,4,36095.97,2.52,Conservador,Varejo,Sim,Não,Sim,Não,53.94,0.0,98.2,73.8
43814,Dr. Ravi da Mota,1962-02-26,62,Feminino,Divorciado,Brasileira,Ensino Fundamental,Médico,3947.79,0.0,Sim,,54617-505,741,43814,Salário,1984-08-18,40.52292950034223,10573.96,0.0,11,292.59,Pagamento de Boleto,Média,Não,,,,,,Agência Física,0.0,Neutro,11244.02,-5.96,7762.74,45.43,8,355505.2,1.67,Moderado,Varejo,Sim,Sim,Não,Não,94.21,1.3,87.22,73.4
43815,Davi Santos,1967-02-26,57,Feminino,Casado,Brasileira,Pós-Graduação,Motorista,10277.79,2.0,Não,2.1,65907-506,869,43815,Corrente,1987-08-19,37.52224503764545,-5550.51,13219.09,38,2738.12,Pagamento de Boleto,Baixa,Sim,Pessoal,62150.31,2.94,24.0,Em Dia,Mobile Banking,0.0,Satisfeito,-5830.55,-4.8,39350.66,38.71,10,789959.16,0.82,Moderado,Alta Renda,Sim,Sim,Não,Não,79.41,0.1,100.0,63.4
43816,Benicio Freitas,1945-02-25,80,Masculino,Viúvo,Brasileira,Ensino Fundamental,Estudante,,0.0,Não,3.2,97390-580,683,43816,Corrente,2018-07-16,6.614647501711157,3604.8,3548.28,17,169.87,Compra Crédito,Média,Não,,,,,,Agência Física,0.0,Neutro,4679.07,-22.96,5943.22,57.45,11,116178.64,2.06,Conservador,Varejo,Sim,Não,Não,Não,82.52,3.3,100.0,91.6
43817,Catarina Fernandes,1980-02-26,44,Masculino,Casado,Brasileira,Superior Incompleto,Autônomo,9294.77,2.0,Sim,7.5,36213-851,794,43817,Corrente,2002-09-29,22.409308692676248,79119.65,10144.46,54,565.86,Compra Débito,Média,Não,,,,,,Internet Banking,0.0,Neutro,61833.02,27.96,26123.14,10.73,0,0.0,,Moderado,Alta Renda,Sim,Não,Sim,Sim,83.98,0.1,44.52,43.2
43818,Henry Cassiano,1978-02-26,46,Masculino,Solteiro,Brasileira,Ensino Médio,Analista,7718.7,0.0,Sim,17.4,68858-962,852,43818,Salário,1997-05-06,27.808350444900753,32421.57,0.0,20,1615.88,Pagamento de Boleto,Alta,Sim,Pessoal,38026.0,3.06,48.0,Em Dia,Agência Física,0.0,Satisfeito,32290.57,0.41,14666.51,19.4,12,644706.16,1.26,Arrojado,Média Renda,Sim,Não,Não,Sim,79.51,0.4,53.65,42.8
43819,Isabel Fonseca,1954-02-26,70,Masculino,Casado,Brasileira,Ensino Fundamental,Professor,1758.62,0.0,Sim,26.9,26001-111,732,43819,Salário,1988-05-03,36.81587953456537,10400.16,0.0,5,186.61,Compra Crédito,Alta,Não,,,,,,,1.0,Neutro,9841.72,5.67,2016.15,23.69,7,57605.17,1.99,Moderado,Varejo,Sim,Sim,Não,Não,75.54,1.8,41.51,53.0
43820,Erick Lopes,1985-02-25,40,Feminino,Divorciado,Brasileira,Ensino Médio,Autônomo,4740.09,2.0,Sim,,36995-385,732,43820,Corrente,2015-05-07,9.806981519507186,33767.34,7301.96,21,,Transferência,Baixa,Sim,Veículo,45953.1,1.4,48.0,Em Dia,Internet Banking,3.0,Muito Insatisfeito,35703.28,-5.42,10827.71,16.76,2,28770.83,2.41,Arrojado,Média Renda,Sim,Sim,Não,Sim,70.33,1.4,77.8,69.9
43821,Nathan Pastor,1979-02-26,45,Masculino,Casado,,Ensino Médio,Estudante,4630.86,2.0,Não,9.9,29697-926,781,43821,Corrente,2000-04-03,24.89801505817933,59713.21,5030.67,30,238.22,Compra Débito,Média,Sim,Pessoal,34250.9,2.98,24.0,Em Dia,Internet Banking,0.0,Neutro,54579.75,9.41,14800.14,68.83,8,134179.56,1.9,Moderado,Alta Renda,Sim,Sim,Sim,Não,95.09,0.0,100.0,71.9
43822,Isaque Garcia,1986-02-26,38,Masculino,Casado,Brasileira,Superior Completo,Analista,8747.26,1.0,Sim,2.3,93183-531,852,43822,Poupança,2013-02-17,12.021902806297057,109187.61,0.0,5,2279.36,Saque,Alta,Sim,Consignado,47863.47,1.41,60.0,Em Dia,Internet Banking,0.0,Satisfeito,104157.88,4.83,22354.89,20.79,1,100523.72,1.4,Moderado,Alta Renda,Sim,Sim,Sim,Não,70.53,0.7,58.88,46.3
43823,Ana Julia Vieira,1980-02-26,44,Feminino,Divorciado,Brasileira,Ensino Fundamental,Advogado,3992.18,2.0,Sim,16.4,27898-492,703,43823,Corrente,2017-03-01,7.989048596851472,21564.19,6058.18,25,636.97,Pagamento de Boleto,Baixa,Não,,,,,,Internet Banking,0.0,Neutro,19062.69,13.12,5197.67,27.01,0,0.0,,Conservador,Média Renda,Sim,Sim,Sim,Não,82.9,1.8,53.2,61.7
43824,Pietra Sá,1998-02-26,26,Masculino,Casado,Brasileira,Superior Completo,Motorista,10023.13,2.0,Não,0.6,95769-505,837,43824,Corrente,2017-04-07,7.887748117727583,89681.07,15037.59,35,1272.44,Compra Crédito,Média,Sim,Pessoal,54911.22,2.27,24.0,Em Dia,Mobile Banking,0.0,Satisfeito,75287.94,19.12,18380.84,1.64,0,0.0,,Moderado,Alta Renda,Sim,Não,Não,Não,92.07,1.2,47.56,43.7
43825,Isabela Alves,1967-02-26,57,Feminino,Casado,Brasileira,Ensino Fundamental,Vendedor,2619.69,2.0,Sim,11.5,35246-645,648,43825,Corrente,2023-08-06,1.5578370978781657,3934.95,3665.54,16,271.88,Saque,Baixa,Não,,,,,,,0.0,,3379.12,16.45,6008.61,92.9,1,30532.78,4.04,Moderado,Varejo,Sim,Não,Não,Não,70.41,0.5,100.0,86.7
43826,Srta. Emanuelly Monteiro,1948-02-26,76,Feminino,Casado,Brasileira,Ensino Fundamental,Aposentado,,0.0,Sim,8.8,75652-429,768,43826,Salário,1995-01-02,30.1492128678987,4516.1,0.0,18,104.33,Saque,Baixa,Sim,Pessoal,14873.05,2.38,12.0,Em Dia,Internet Banking,0.0,Neutro,4442.81,1.65,5251.83,45.11,9,72947.17,1.6,Conservador,Varejo,Sim,Sim,Não,Não,70.8,0.2,100.0,73.8
43827,Vinicius Santos,1999-02-26,25,Masculino,Solteiro,Brasileira,Ensino Médio,Enfermeiro,6615.95,0.0,Sim,0.6,51342-915,793,43827,Poupança,2019-09-15,5.448323066392882,172890.97,0.0,5,1898.07,Depósito,Alta,Não,,,,,,Internet Banking,0.0,Neutro,167543.99,3.19,7279.76,19.92,1,26083.05,2.23,Arrojado,Alta Renda,Sim,Sim,Não,Sim,81.64,0.3,32.59,37.9
43828,Heitor Nogueira,1966-02-26,58,Masculino,Casado,Brasileira,Superior Completo,Médico,7304.8,,Não,3.7,93870-701,742,43828,Salário,2019-04-16,5.864476386036961,7770.61,0.0,16,,Transferência,Baixa,Não,,,,,,Mobile Banking,0.0,Neutro,7137.24,8.87,13960.12,78.29,2,141656.77,2.62,Moderado,Média Renda,Sim,Não,Sim,Sim,63.04,0.5,100.0,77.3
43829,Srta. Clarice Marques,1991-02-26,33,Masculino,Divorciado,Brasileira,Ensino Médio,Motorista,4995.67,2.0,Não,1.6,45211-163,681,43829,Corrente,2014-02-24,11.003422313483915,8423.79,4383.36,35,157.17,Saque,Baixa,Não,,,,,,,1.0,Insatisfeito,8729.99,-3.51,13219.38,22.99,1,20728.46,2.33,Moderado,Média Renda,Sim,Não,Sim,Não,69.49,4.8,56.64,74.6
43830,Sr. Pedro Miguel Rezende,1992-02-26,32,Feminino,Casado,Brasileira,Superior Completo,Gerente,7876.72,2.0,Sim,5.4,52911-449,745,43830,Corrente,2022-08-16,2.529774127310062,8556.79,9908.88,50,779.46,Pagamento de Boleto,Baixa,Não,,,,,,Internet Banking,0.0,Satisfeito,10278.22,-16.75,14387.15,9.98,0,0.0,,Arrojado,Média Renda,Sim,Sim,Não,Sim,70.09,0.7,31.1,43.1
43831,Yan Jesus,1973-02-25,52,Feminino,Divorciado,Brasileira,Superior Completo,Gerente,4891.36,0.0,Sim,17.2,72572-911,777,43831,Poupança,2011-12-26,13.169062286105408,57290.94,0.0,1,3143.65,Depósito,Média,Não,,,,,,Telefone,0.0,Neutro,56572.57,1.27,5906.87,69.31,2,23381.45,2.05,Moderado,Alta Renda,Sim,Sim,Não,Não,89.99,1.2,89.68,70.7
43832,João Vitor da Paz,2000-02-26,24,Masculino,Solteiro,Brasileira,Ensino Médio,Estudante,2620.14,0.0,Não,0.8,83222-361,659,43832,Poupança,2024-08-08,0.5503080082135524,10353.57,0.0,4,913.07,Depósito,Alta,Não,,,,,,Internet Banking,3.0,,9946.67,4.09,5291.93,79.82,0,0.0,,Moderado,Varejo,Não,Não,Não,Não,,,22.77,45.5
