Nome_Completo,Data_Nascimento,Idade,Genero,Estado_Civil,Nacionalidade,Nivel_Educacional,Profissao,Renda_Mensal,Numero_Dependentes,Residencia_Propria,Tempo_Residencia_Anos,CEP,Score_Credito,Tipo_Conta,Data_Abertura_Conta,Tempo_Relacionamento_Anos,Saldo_Atual,Limite_Cheque_Especial,Numero_Transacoes_Mes_Media,Valor_Transacao_Media,Tipo_Transacao_Mais_Comum,Frequencia_Transacoes_Online,Tem_Emprestimo_Ativo,Tipo_Emprestimo,Valor_Emprestimo,Taxa_Juros_Emprestimo,Prazo_Emprestimo_Meses,Status_Emprestimo,Canais_Utilizados,Numero_Reclamacoes_Ultimo_Ano,Satisfacao_Cliente,Saldo_Anterior_3M,Variacao_Saldo_Percentual_3M,Limite_Cartao_Credito,Utilizacao_Credito_Percentual,Numero_Emprestimos_Anteriores,Valor_Total_Emprestimos_Anteriores,Taxa_Media_Emprestimos_Anteriores,Perfil_Investidor,Segmento_Banco,Possui_Cartao_Credito,Possui_Seguro_Vida,Possui_Previdencia,Possui_Investimentos,Percentual_Pagamento_Fatura,Atraso_Medio_Pagamentos_Dias,Percentual_Comprometimento_Renda,Risco_Inadimplencia
Erick Nascimento,1981-02-25,44,Masculino,Solteiro,Brasileira,Superior Incompleto,Médico,6169.4,0.0,Sim,10.0,62440-763,808,Poupança,2006-09-27,18.414784394250518,30130.62,0.0,5,1382.55,Depósito,Alta,Sim,Pessoal,32509.52,3.22,24.0,Em Dia,Telefone,0.0,Satisfeito,30108.45,0.07,17903.76,37.72,5,118170.04,0.94,Moderado,Média Renda,Sim,Não,Sim,Não,92.8,0.8,100.0,1
Beatriz Moreira,1981-02-25,44,Masculino,Casado,,Superior Incompleto,Técnico,7715.1,1.0,Não,4.1,82808-542,758,Salário,2008-05-31,16.739219712525667,12179.79,0.0,20,1222.55,Transferência,Média,Não,,,,,,Telefone,0.0,Neutro,11683.47,4.25,17115.29,44.98,4,100745.9,2.28,Arrojado,Média Renda,Sim,Sim,Não,Sim,71.83,0.0,77.12,0
Apollo Cardoso,1981-02-25,44,Feminino,Divorciado,Brasileira,Pós-Graduação,Gerente,8562.76,1.0,Não,2.9,17641-741,781,Premium,2017-12-24,7.173169062286106,74313.78,15826.86,57,956.43,Transferência,Alta,Sim,Veículo,92358.76,1.54,72.0,Em Dia,Telefone,0.0,Neutro,68958.57,7.77,57574.67,69.26,1,42900.82,2.71,Arrojado,Private,Sim,Sim,Não,Não,73.51,0.2,100.0,1
Laura da Mata,1981-02-25,44,Feminino,Casado,Brasileira,Ensino Médio,Professor,6061.93,2.0,Não,0.3,,607,Salário,2011-07-03,13.650924024640656,69146.95,0.0,22,818.07,Transferência,Média,Sim,Pessoal,28270.92,2.2,36.0,Inadimplente,,0.0,Insatisfeito,67311.63,2.73,9148.02,81.42,5,549767.46,4.32,Arrojado,Alta Renda,Sim,Não,Não,Sim,45.09,0.6,83.89,1
Gustavo Henrique Nunes,1981-02-25,44,Feminino,Solteiro,Brasileira,Ensino Fundamental,Analista,4147.91,1.0,Sim,,77325-475,713,Salário,2005-04-06,19.89048596851472,8933.86,0.0,8,398.48,Saque,,Não,,,,,,,0.0,Neutro,8462.64,5.57,7440.59,52.29,3,128285.71,2.44,Conservador,Média Renda,Sim,Sim,Não,Não,70.42,0.1,91.1,1
Cecilia Lopes,1981-02-25,44,Feminino,Casado,Brasileira,Superior Incompleto,Contador,12256.19,0.0,Sim,9.4,89940-565,911,Premium,2010-06-07,14.72142368240931,110495.91,36452.52,78,1653.4,Compra Débito,Alta,Sim,Pessoal,80141.89,2.67,36.0,Em Dia,Internet Banking,2.0,Insatisfeito,112270.34,-1.58,55061.38,10.28,5,642694.42,0.95,Moderado,Private,Sim,Sim,Não,Não,93.45,1.8,67.05,0
Natália Alves,1981-02-25,44,Masculino,Solteiro,Brasileira,Superior Incompleto,Empresário,7877.18,2.0,Sim,,77498-752,818,Corrente,2020-10-12,4.372347707049966,14369.63,10437.9,62,,Transferência,Alta,Sim,Pessoal,65913.47,2.83,24.0,Em Dia,Agência Física,0.0,Satisfeito,14769.7,-2.71,30463.32,34.32,2,82316.86,1.01,Arrojado,Média Renda,Sim,Sim,Sim,Sim,85.48,0.6,100.0,1
João Guilherme Gonçalves,1981-02-25,44,Masculino,Divorciado,Brasileira,Ensino Fundamental,Vendedor,2845.6,1.0,Não,0.8,88395-204,690,Corrente,1999-08-17,25.527720739219717,-2517.61,2554.19,19,260.68,Compra Débito,Média,Não,,,,,,Internet Banking,0.0,Neutro,-2069.96,21.63,3469.54,22.48,4,60133.81,1.83,Conservador,Varejo,Não,Sim,Não,Não,,,18.73,0
Diego Garcia,1981-02-25,44,Feminino,Solteiro,,Ensino Médio,Professor,4136.63,0.0,Sim,8.7,47646-409,713,Corrente,2018-01-04,7.143052703627652,7724.65,5243.41,22,439.28,Compra Débito,Alta,Não,,,,,,Internet Banking,0.0,Neutro,8140.26,-5.11,14326.59,20.3,0,0.0,,Conservador,Média Renda,Sim,Não,Não,Não,70.48,1.5,69.75,0
Erick da Cruz,1981-02-25,44,Masculino,Casado,Brasileira,Pós-Graduação,Empresário,9754.92,2.0,Não,3.9,91431-645,824,Premium,2000-04-10,24.878850102669404,340347.23,18918.19,36,3880.31,Transferência,Média,Sim,Veículo,130442.69,1.93,60.0,Em Dia,Agência Física,0.0,Satisfeito,312642.43,8.86,63845.52,11.45,5,310309.11,1.35,Moderado,Private,Sim,Sim,Sim,Não,85.38,0.9,100.0,1
Ana Julia Rodrigues,1981-02-25,44,Masculino,Solteiro,Brasileira,Ensino Fundamental,Contador,7486.02,0.0,Não,4.2,22112-818,800,Corrente,2008-07-01,16.654346338124572,98449.85,7053.4,48,757.77,Transferência,Média,Sim,Imobiliário,1990242.13,0.7,240.0,Em Dia,Mobile Banking,0.0,Neutro,89764.2,9.68,26235.46,55.3,2,149559.03,2.67,Moderado,Alta Renda,Sim,Não,Sim,Não,81.75,0.3,100.0,1
Luan Barbosa,1981-02-25,44,Masculino,Casado,Brasileira,Ensino Médio,Técnico,5424.42,0.0,Sim,12.4,21570-931,816,Corrente,2003-05-24,21.760438056125945,22657.36,6814.57,12,533.97,Pagamento de Boleto,Alta,Sim,Imobiliário,1851147.94,1.04,180.0,Em Dia,Internet Banking,0.0,Neutro,25084.81,-9.68,19859.54,43.14,5,114915.35,1.26,Moderado,Média Renda,Sim,Não,Sim,Não,42.19,0.3,100.0,1
Srta. Kamilly das Neves,1981-02-25,44,Feminino,Casado,Brasileira,Superior Completo,Gerente,6185.23,2.0,Não,,56933-712,816,Poupança,2022-12-24,2.1738535249828885,29524.71,0.0,5,2429.58,Depósito,Média,Sim,Pessoal,59194.64,3.91,12.0,Em Dia,Internet Banking,0.0,Satisfeito,29328.0,0.67,20149.22,17.76,0,0.0,,Conservador,Média Renda,Sim,Não,Sim,Sim,74.45,0.1,100.0,1
Isabel Rezende,1981-02-25,44,Feminino,Solteiro,Brasileira,Ensino Fundamental,Técnico,2626.09,0.0,Sim,22.7,40270-729,709,Poupança,2013-12-05,11.225188227241617,7775.19,0.0,4,552.53,Depósito,Baixa,Não,,,,,,Agência Física,0.0,Neutro,7515.01,3.46,3908.29,3.95,1,22450.19,2.52,Conservador,Varejo,Sim,Não,Não,Não,62.14,0.2,22.2,0
Heitor Novaes,1981-02-25,44,Masculino,Solteiro,Brasileira,Superior Completo,Aposentado,4252.43,0.0,Sim,,12784-843,685,Poupança,2005-05-16,19.78097193702943,65689.13,0.0,3,1405.16,Depósito,Alta,Não,,,,,,Agência Física,0.0,Neutro,64614.92,1.66,9262.35,17.86,8,494639.34,2.4,Moderado,Alta Renda,Sim,Não,Não,Não,93.98,0.2,55.91,0
Olivia Novaes,1981-02-25,44,Masculino,Casado,Brasileira,Pós-Graduação,Aposentado,11967.83,0.0,Sim,15.4,98011-109,919,Poupança,2015-08-22,9.514031485284052,54286.75,0.0,6,2901.26,Depósito,Alta,Sim,Consignado,115387.96,2.02,36.0,Em Dia,Mobile Banking,0.0,Neutro,52748.0,2.92,34599.43,8.63,3,525626.02,1.07,Moderado,Alta Renda,Sim,Sim,Sim,Sim,91.45,0.7,70.33,0
Dr. Thiago Pereira,1981-02-25,44,Masculino,Casado,Brasileira,Superior Incompleto,Técnico,6325.74,1.0,Não,2.4,18571-555,799,Corrente,2013-05-10,11.797399041752223,22564.93,6335.22,34,607.11,Pagamento de Boleto,Alta,Sim,Imobiliário,1818801.74,0.91,360.0,Em Dia,Mobile Banking,0.0,Neutro,24587.75,-8.23,13884.38,68.38,2,72001.14,2.59,Moderado,Média Renda,Sim,Não,Não,Não,71.66,0.7,100.0,1
Sabrina Montenegro,1981-02-25,44,Feminino,Divorciado,Brasileira,Ensino Médio,Analista,6600.71,0.0,Sim,3.6,21454-970,780,Corrente,2009-11-28,15.24435318275154,43921.3,8521.64,46,666.05,Compra Crédito,Média,Não,,,,,,Agência Física,2.0,Muito Insatisfeito,41505.84,5.82,13851.18,37.17,4,166472.14,2.19,Moderado,Média Renda,Não,Sim,Não,Sim,,,21.08,0
Sra. Raquel da Rosa,1981-02-25,44,Feminino,Casado,Brasileira,Ensino Fundamental,Engenheiro,4801.24,1.0,Não,,80696-814,747,Corrente,2012-01-28,13.078713210130047,-2513.15,7306.96,18,289.53,Compra Crédito,,Sim,Consignado,37880.67,2.2,24.0,Em Dia,Mobile Banking,0.0,Satisfeito,-2813.99,-10.69,5885.05,86.32,5,83640.5,1.97,Conservador,Média Renda,Sim,Não,Não,Não,82.28,1.1,100.0,1
Ana Beatriz Barbosa,1981-02-25,44,Masculino,Casado,Brasileira,Ensino Médio,Analista,5517.17,2.0,Sim,1.9,20361-842,718,Corrente,2018-07-08,6.636550308008213,21820.08,8558.65,29,263.37,Compra Crédito,Média,Não,,,,,,Agência Física,3.0,Muito Insatisfeito,26796.28,-18.57,19254.43,35.8,0,0.0,,Arrojado,Média Renda,Sim,Sim,Não,Sim,64.16,2.0,89.43,1
Gabrielly Marques,1981-02-25,44,Feminino,Casado,Brasileira,Superior Completo,Autônomo,,4.0,Não,7.4,29564-924,786,Corrente,2014-01-29,11.07460643394935,68076.7,21552.5,34,1305.09,Pagamento de Boleto,Média,Não,,,,,,Internet Banking,0.0,Neutro,60160.45,13.16,53948.29,12.42,5,653636.47,1.53,Moderado,Private,Sim,Sim,Sim,Não,71.34,1.0,33.4,0
Dr. Levi Rocha,1981-02-25,44,Feminino,Divorciado,Brasileira,Ensino Médio,Recepcionista,6175.22,,Não,3.6,68323-259,793,Poupança,2001-09-03,23.479808350444905,152210.93,0.0,4,1862.84,Depósito,Alta,Não,,,,,,Mobile Banking,0.0,Neutro,146133.67,4.16,13291.43,78.99,4,178011.93,2.6,Arrojado,Alta Renda,Não,Sim,Não,Sim,,,20.51,0
Luara Campos,1981-02-25,44,Feminino,Casado,,Ensino Médio,Empresário,23110.31,2.0,Sim,9.0,11168-666,850,Digital,2002-08-14,22.535249828884325,81003.29,0.0,28,,Transferência,Alta,Não,,,,,,Mobile Banking,1.0,,81924.04,-1.12,40518.18,32.41,4,417272.86,0.87,Moderado,Private,Sim,Sim,Não,Não,67.08,0.5,49.53,0
Theodoro Pastor,1981-02-25,44,Feminino,Casado,Brasileira,Superior Completo,Analista,6658.93,2.0,Sim,6.2,83320-494,775,Poupança,2008-08-22,16.511978097193705,61554.85,0.0,7,1993.5,Depósito,Alta,Não,,,,,,Mobile Banking,0.0,Neutro,59311.18,3.78,21234.32,27.29,3,90855.12,1.5,Arrojado,Alta Renda,Sim,Sim,Não,Sim,88.8,1.9,100.0,1
Sr. Isaac Dias,1981-02-25,44,Masculino,Divorciado,Brasileira,Superior Incompleto,Analista,7523.76,0.0,Sim,13.5,72953-536,870,Poupança,2007-03-08,17.971252566735114,163329.35,0.0,3,1739.38,Saque,Alta,Sim,Pessoal,35224.87,2.37,12.0,Em Dia,Mobile Banking,0.0,Satisfeito,152724.54,6.94,10779.51,54.05,3,212484.14,1.22,Arrojado,Alta Renda,Sim,Não,Não,Não,65.13,0.2,100.0,0
Sr. Ian Viana,1981-02-25,44,Feminino,Casado,Brasileira,Ensino Médio,Recepcionista,5916.65,2.0,Sim,12.9,26950-198,820,Digital,2018-12-09,6.2149212867898695,8560.38,0.0,30,518.07,Compra Débito,,Sim,Pessoal,18482.75,2.63,24.0,Em Dia,Mobile Banking,0.0,Satisfeito,8856.56,-3.34,16546.55,16.43,2,35524.51,1.42,Moderado,Média Renda,Sim,Sim,Não,Não,79.06,1.0,68.21,0
Manuela das Neves,1981-02-25,44,Feminino,Solteiro,Brasileira,Superior Completo,Enfermeiro,12183.44,1.0,Sim,4.7,49999-152,903,Corrente,2010-08-01,14.570841889117045,91101.45,14521.3,48,1226.58,Compra Débito,Alta,Sim,Pessoal,70885.85,2.87,48.0,Em Dia,Agência Física,0.0,Neutro,139906.74,-34.88,50996.13,23.1,3,248262.55,1.3,Moderado,Alta Renda,Sim,Não,Não,Sim,73.34,0.1,100.0,0
Valentim Viana,1981-02-25,44,Feminino,Casado,Brasileira,Ensino Fundamental,Autônomo,3266.28,3.0,Não,2.3,69907-130,707,Corrente,2014-08-02,10.568104038329912,45006.28,4471.31,20,208.13,Compra Débito,Alta,Não,,,,,,,0.0,Neutro,34932.71,28.84,8815.21,67.46,2,69630.92,1.54,Conservador,Média Renda,Sim,Sim,Não,Não,46.88,0.2,100.0,1
Lívia Leão,1981-02-25,44,Masculino,Casado,Brasileira,Superior Incompleto,Recepcionista,4800.08,2.0,Sim,,49668-525,775,Corrente,2019-09-06,5.47296372347707,14538.85,5309.69,28,171.8,Compra Débito,Média,Sim,Pessoal,13254.78,2.22,24.0,Em Dia,Internet Banking,0.0,Insatisfeito,14698.68,-1.09,14085.38,48.34,3,58285.65,2.6,Moderado,Média Renda,Sim,Não,Não,Não,73.37,0.0,100.0,1
Maria Alves,1981-02-25,44,Feminino,Casado,Brasileira,Ensino Médio,Médico,7335.07,,Não,2.6,48824-866,814,Digital,2006-09-28,18.412046543463383,25418.06,0.0,35,1386.24,Depósito,Baixa,Sim,Imobiliário,3395679.35,0.68,240.0,Em Dia,Internet Banking,0.0,Neutro,25696.48,-1.08,16778.46,18.63,2,110638.15,1.03,Moderado,Média Renda,Sim,Sim,Sim,Não,91.66,0.5,100.0,1
Luana Novais,1981-02-25,44,Masculino,Casado,Brasileira,Ensino Fundamental,Advogado,2204.69,1.0,Não,1.1,54717-106,685,Corrente,2017-02-06,8.05201916495551,16630.33,2427.57,18,156.86,Compra Crédito,Média,Não,,,,,,Mobile Banking,0.0,Neutro,16041.12,3.67,3241.64,67.72,2,32366.15,2.72,Conservador,Varejo,Sim,Sim,Não,Não,70.68,0.2,76.25,1
Dra. Maria Eduarda Cunha,1981-02-25,44,Feminino,Divorciado,Brasileira,Ensino Médio,Empresário,14785.99,0.0,Sim,3.5,83187-182,837,Salário,2005-11-15,19.279945242984255,22499.71,0.0,35,934.68,Transferência,Alta,Não,,,,,,Internet Banking,0.0,Neutro,24337.71,-7.55,35684.27,47.35,5,554221.83,1.25,Arrojado,Alta Renda,Sim,Não,Não,Sim,95.71,1.0,100.0,1
Sr. Thales Pires,1981-02-25,44,Feminino,Casado,Brasileira,Ensino Médio,Gerente,6362.21,1.0,Não,,53602-594,743,Salário,2022-10-02,2.401095140314853,30547.76,0.0,21,825.04,Saque,,Sim,Pessoal,34573.03,2.11,24.0,Em Dia,,0.0,Neutro,27969.17,9.22,18185.66,37.53,1,40488.98,1.76,Moderado,Média Renda,Sim,Sim,Não,Não,90.24,5.0,100.0,1
Isaac Abreu,1981-02-25,44,Feminino,Casado,Brasileira,Superior Incompleto,Gerente,6045.4,4.0,Sim,5.1,44847-887,765,Poupança,2019-08-13,5.538672142368241,112309.49,0.0,3,2018.5,Depósito,Alta,Não,,,,,,Internet Banking,0.0,Neutro,111015.73,1.17,14605.17,16.51,2,55719.51,2.51,Arrojado,Alta Renda,Sim,Não,Não,Sim,87.76,1.3,46.97,0
Pedro Aparecida,1981-02-25,44,Feminino,Casado,Brasileira,Superior Incompleto,Contador,5363.78,2.0,Sim,1.4,64953-841,760,Salário,1999-09-27,25.415468856947296,25402.96,0.0,13,380.76,Transferência,Alta,Não,,,,,,,0.0,Neutro,27093.48,-6.24,16986.68,35.89,7,148953.7,2.43,Conservador,Média Renda,Sim,Sim,Não,Sim,80.58,0.1,100.0,1
João Vitor Carvalho,1981-02-25,44,Masculino,Divorciado,Brasileira,Ensino Fundamental,Motorista,,2.0,Sim,23.7,82309-284,792,Corrente,2015-03-18,9.943874058863791,14618.59,4331.91,26,,Compra Crédito,Baixa,Sim,Pessoal,9744.02,3.15,24.0,Em Dia,Mobile Banking,0.0,,17191.25,-14.96,4805.34,29.73,0,0.0,,Moderado,Varejo,Sim,Não,Não,Não,79.23,0.2,59.89,0
Davi Sampaio,1981-02-25,44,Feminino,Solteiro,Brasileira,,Vendedor,4611.04,,Não,0.9,10385-764,750,Corrente,2013-07-19,11.605749486652975,10389.53,6894.59,21,358.46,Transferência,Média,Sim,Veículo,55654.99,1.01,48.0,Em Dia,Mobile Banking,0.0,Neutro,10161.78,2.24,13101.92,69.05,1,24965.3,1.54,Conservador,Média Renda,Sim,Não,Não,Não,65.57,1.4,100.0,1
Fernando Gomes,1981-02-25,44,Outro,Casado,Brasileira,Superior Completo,Aposentado,7055.36,2.0,Não,1.3,37613-772,757,Salário,2018-01-18,7.104722792607803,9768.64,0.0,8,620.25,Pagamento de Boleto,Baixa,Não,,,,,,Internet Banking,0.0,Neutro,9517.02,2.64,10853.78,3.86,1,117062.86,1.81,Conservador,Média Renda,Sim,Sim,Não,Sim,71.03,1.1,23.15,0
Noah Rezende,1981-02-25,44,Feminino,Solteiro,Brasileira,Superior Incompleto,Analista,7726.05,0.0,Não,,57734-476,827,Poupança,2010-02-18,15.019849418206707,64501.31,0.0,10,2309.49,Transferência,Alta,Sim,Pessoal,17179.44,3.46,36.0,Em Dia,Mobile Banking,1.0,Insatisfeito,63194.71,2.07,10830.15,41.68,5,249831.48,0.89,Arrojado,Alta Renda,Sim,Não,Sim,Não,91.86,2.0,93.37,1
Rhavi Leão,1981-02-25,44,Masculino,Viúvo,Brasileira,Superior Completo,Engenheiro,12678.54,0.0,Não,1.8,38719-960,813,Corrente,2005-09-05,19.47433264887064,36007.36,11859.48,42,1425.53,Compra Crédito,Alta,Sim,Imobiliário,3661275.55,1.13,300.0,Em Dia,Agência Física,0.0,Satisfeito,33346.34,7.98,55540.06,15.93,3,278893.97,1.28,Arrojado,Alta Renda,Sim,Sim,Não,Sim,61.99,0.2,100.0,1
Sra. Ana Beatriz Pastor,1981-02-25,44,Masculino,Casado,Brasileira,Pós-Graduação,Enfermeiro,10029.44,2.0,Sim,10.9,37593-884,852,Corrente,1999-05-09,25.801505817932924,62660.21,15423.6,57,705.25,Pagamento de Boleto,Baixa,Não,,,,,,Internet Banking,0.0,Neutro,54781.49,14.38,20847.6,44.05,5,415670.58,1.24,Arrojado,Alta Renda,Sim,Sim,Não,Sim,97.42,0.5,100.0,0
Ana Laura Cirino,1981-02-25,44,Masculino,Casado,Brasileira,Superior Incompleto,Analista,9336.49,2.0,Não,3.1,62987-631,812,Premium,2005-05-23,19.761806981519506,187810.29,18155.17,71,1233.53,Transferência,Alta,Sim,Pessoal,62023.18,3.3,36.0,Em Dia,Agência Física,0.0,Satisfeito,164579.78,14.12,47964.3,34.73,4,323059.47,1.24,Conservador,Private,Sim,Sim,Não,Não,84.21,0.4,100.0,1
Luara Farias,1981-02-25,44,Feminino,Casado,Brasileira,Superior Completo,Comerciante,7672.38,2.0,Sim,1.9,30174-809,751,Salário,2020-06-16,4.695414099931554,28904.9,0.0,15,870.64,Compra Crédito,Alta,Não,,,,,,Agência Física,5.0,Insatisfeito,28603.77,1.05,10955.36,36.64,0,0.0,,Moderado,Média Renda,Sim,Não,Não,Sim,58.78,0.6,53.78,0
Maysa Moura,1981-02-25,44,Feminino,Casado,Brasileira,Pós-Graduação,Professor,9822.52,4.0,Sim,15.0,75190-116,818,Digital,2003-10-12,21.374401095140318,24827.93,0.0,54,1149.41,Compra Crédito,Alta,Não,,,,,,Internet Banking,0.0,Neutro,22691.25,9.42,37706.93,37.49,4,486167.83,1.23,Conservador,Alta Renda,Sim,Sim,Sim,Sim,74.53,0.1,100.0,1
Laís Nunes,1981-02-25,44,Masculino,Solteiro,Brasileira,Ensino Fundamental,Estudante,4011.7,1.0,Sim,12.8,,731,Corrente,2012-07-15,12.616016427104723,30459.8,5054.3,25,359.92,Transferência,Média,Não,,,,,,Internet Banking,0.0,Insatisfeito,29585.23,2.96,5910.51,45.33,6,278806.91,2.64,Moderado,Média Renda,Sim,Não,Sim,Não,94.4,4.7,83.45,1
Miguel Vasconcelos,1981-02-25,44,Feminino,Casado,Brasileira,,Professor,3980.48,2.0,Não,,39005-487,698,Salário,2015-01-31,10.069815195071868,6353.24,0.0,14,649.17,Transferência,Alta,Não,,,,,,Telefone,0.0,Neutro,6084.97,4.41,8088.83,76.04,6,226286.4,1.68,Conservador,Varejo,Não,Não,Não,Não,,,18.0,0
Maria Clara Carvalho,1981-02-25,44,Masculino,Casado,Brasileira,Ensino Médio,Vendedor,4475.43,1.0,Sim,7.5,93059-945,768,Poupança,2015-04-16,9.86447638603696,64088.08,0.0,5,1313.52,Depósito,Alta,Não,,,,,,Internet Banking,0.0,Neutro,62807.68,2.04,13600.56,73.22,1,26173.77,1.82,Arrojado,Alta Renda,Sim,Sim,Não,Sim,89.32,0.1,100.0,1
Arthur Miguel Ribeiro,1981-02-25,44,Feminino,Casado,Brasileira,Ensino Fundamental,Empresário,7015.04,3.0,Não,2.3,20148-407,748,Corrente,2024-10-19,0.3531827515400411,24719.73,6487.49,60,,Transferência,Alta,Não,,,,,,Internet Banking,0.0,Satisfeito,21526.42,14.83,17327.77,64.63,2,336488.81,2.32,Moderado,Média Renda,Não,Não,Sim,Sim,,,21.91,0
José Pedro Montenegro,1981-02-25,44,Masculino,Casado,Italiana,Pós-Graduação,Contador,19690.62,2.0,Não,4.2,,851,Corrente,2004-08-18,20.522929500342237,-2593.93,21281.28,51,1635.2,Compra Crédito,Média,Sim,Pessoal,72368.27,3.0,48.0,Em Dia,,0.0,Satisfeito,-3274.47,-20.78,41285.37,41.24,6,605502.98,1.3,Arrojado,Private,Sim,Não,Não,Sim,89.13,0.0,100.0,0
Vitória Casa Grande,1981-02-25,44,Feminino,Divorciado,Brasileira,Ensino Fundamental,Gerente,,1.0,Sim,12.2,42720-829,673,Salário,2008-03-19,16.93908281998631,6091.75,0.0,10,280.45,Saque,Baixa,Não,,,,,,Mobile Banking,4.0,Muito Insatisfeito,5806.75,4.91,2760.93,50.93,3,41943.9,2.47,Conservador,Varejo,Sim,Não,Não,Não,82.15,1.7,63.51,1
Ryan da Paz,1981-02-25,44,Outro,Casado,Brasileira,Ensino Médio,Médico,6769.33,2.0,Sim,13.5,76581-378,792,Corrente,2013-09-20,11.433264887063656,11193.43,10337.04,40,493.97,Transferência,,Não,,,,,,Agência Física,0.0,,10538.96,6.21,13601.13,2.26,2,130909.24,2.01,Moderado,Média Renda,Sim,Sim,Não,Não,70.81,0.2,25.05,0
Vinícius Castro,1981-02-25,44,Feminino,Solteiro,Brasileira,Superior Completo,Motorista,9257.73,2.0,Não,0.5,86213-247,776,Corrente,2016-03-08,8.969199178644764,-2961.53,7994.34,24,1393.37,Depósito,,Sim,Consignado,88618.71,1.58,36.0,Em Dia,,4.0,Muito Insatisfeito,-2787.38,6.25,19881.23,36.3,1,19379.03,1.89,Moderado,Alta Renda,Sim,Não,Sim,Sim,87.64,1.0,97.17,1
Isaac Silveira,1981-02-25,44,Feminino,Casado,Brasileira,Superior Completo,Médico,3582.11,1.0,Sim,19.2,96541-451,773,Corrente,2014-05-25,10.757015742642023,10332.46,4925.31,31,616.3,Compra Crédito,Média,Sim,Pessoal,20607.41,2.99,24.0,Em Dia,Internet Banking,0.0,Neutro,8581.49,20.4,7520.73,39.04,5,86141.34,2.6,Conservador,Varejo,Sim,Sim,Sim,Não,87.25,0.1,100.0,1
Aylla Pinto,1981-02-25,44,Masculino,Casado,Brasileira,Pós-Graduação,Recepcionista,10561.21,4.0,Sim,4.0,41420-137,804,Corrente,2018-08-18,6.524298425735798,164077.14,10198.12,48,771.82,Compra Débito,Alta,Não,,,,,,Mobile Banking,3.0,Muito Insatisfeito,175399.6,-6.46,14003.97,19.4,1,77816.57,1.15,Moderado,Alta Renda,Sim,Não,Não,Sim,66.77,0.1,35.33,0
Luiz Fernando Teixeira,1981-02-25,44,Feminino,Casado,Brasileira,Superior Incompleto,Gerente,6182.97,2.0,Não,3.8,28751-772,602,Salário,2022-09-18,2.439425051334702,6278.55,0.0,20,,Compra Débito,Alta,Sim,Veículo,83969.71,1.72,72.0,Em Atraso,Mobile Banking,1.0,,5993.69,4.75,6105.56,37.94,0,0.0,,Moderado,Média Renda,Sim,Sim,Não,Não,97.75,0.0,79.55,1
Dr. Pedro Henrique Cassiano,1981-02-25,44,Masculino,Casado,Alemã,Ensino Médio,Enfermeiro,5141.32,1.0,Sim,26.0,21657-320,752,Corrente,2014-07-05,10.64476386036961,5654.04,5667.26,44,365.93,Transferência,Alta,Não,,,,,,Telefone,0.0,Neutro,5318.65,6.31,12548.57,28.92,3,72766.92,2.65,Conservador,Média Renda,Sim,Sim,Não,Sim,74.38,0.0,60.43,0
Emanuella Pastor,1981-02-25,44,Feminino,Solteiro,,Pós-Graduação,Técnico,15344.19,0.0,Não,4.1,13071-333,792,Poupança,2013-11-18,11.27173169062286,303454.98,0.0,16,3604.98,Saque,Baixa,Não,,,,,,,0.0,Neutro,302900.41,0.18,48626.02,42.11,1,78979.2,1.98,Conservador,Private,Sim,Sim,Sim,Não,80.64,0.0,100.0,1
Rhavi Sousa,1981-02-25,44,Masculino,Casado,Brasileira,Ensino Médio,Vendedor,4498.1,3.0,Não,4.5,33274-594,681,Poupança,2002-11-17,22.275154004106778,26614.34,0.0,3,1235.59,Depósito,Baixa,Não,,,,,,Internet Banking,0.0,Satisfeito,25748.93,3.36,6746.71,29.75,5,300706.64,2.29,Conservador,Média Renda,Sim,Não,Sim,Não,46.06,1.8,38.6,0
Dr. Pietro Guerra,1981-02-25,44,Feminino,Casado,,Ensino Médio,Professor,5517.19,2.0,Sim,8.8,33196-770,781,Corrente,2010-01-22,15.093771389459274,11516.65,5468.63,38,572.82,Transferência,Alta,Não,,,,,,Agência Física,2.0,Muito Insatisfeito,10132.24,13.66,9616.6,43.83,4,139019.89,2.71,Arrojado,Média Renda,Sim,Não,Não,Sim,93.44,0.4,100.0,1
Sr. Cauã Freitas,1981-02-25,44,Masculino,Divorciado,Brasileira,,Empresário,6692.39,2.0,Não,3.2,67285-188,604,Salário,2008-01-14,17.117043121149898,59390.03,0.0,24,982.63,Compra Crédito,Alta,Sim,Veículo,87251.64,1.23,60.0,Inadimplente,Internet Banking,0.0,Muito Insatisfeito,54295.42,9.38,12535.28,94.17,1,55351.12,3.5,Arrojado,Alta Renda,Sim,Não,Não,Não,47.23,0.3,100.0,1
Heitor Correia,1981-02-25,44,Masculino,Casado,Brasileira,Superior Completo,Engenheiro,14030.51,2.0,Não,9.0,20093-749,830,Corrente,2023-04-03,1.9000684462696784,18350.06,16141.28,31,1019.14,Compra Crédito,Baixa,Sim,Veículo,199002.99,1.38,48.0,Em Dia,Telefone,0.0,Satisfeito,20889.71,-12.16,26368.71,25.83,1,55721.98,1.46,Moderado,Alta Renda,Sim,Não,Sim,Sim,78.93,0.3,73.68,0
